# MIST version number  = 1.2     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2492  1.19306E-04    -2.20     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# extinction:   Av, Rv =  0.000 3.100
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   556   37
#   1                               2                               3                               4                               5                               6                               7                               8                               9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                  36                  37
# EEP                isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_R                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3     Gemini_NIRI_BrG    WIYN_NESSI_NB832               phase
  295         1.0079181246047623E+001         3.3221588726244089E-001         3.3220406001849645E-001         3.6228153437328450E+000        -5.1191678014728914E-001         4.9833069591974226E+000        -1.5779264897274288E+000        -2.2000000000000002E+000           -2.274271           11.156923           10.477461            9.329276            8.623841            7.988636            7.158777            6.597778            6.426081            8.842081            9.748657            9.441715           10.742146            9.474526            8.906318            9.579728            8.124394            8.901006            9.570434            9.612969            8.121808            8.121404            8.906906            9.571536            8.112626            6.375349            7.864428            0.000000
  296         1.0079181246047623E+001         3.3464546312970611E-001         3.3463347168473473E-001         3.6232006828253489E+000        -5.0971070193651380E-001         4.9820669924395711E+000        -1.5719729769358590E+000        -2.2000000000000002E+000           -2.274253           11.133168           10.458040            9.311930            8.607829            7.973687            7.145109            6.584837            6.413459            8.826031            9.729432            9.424619           10.721865            9.456912            8.890337            9.562291            8.109284            8.885010            9.553041            9.595525            8.106704            8.106359            8.890913            9.554132            8.097534            6.362759            7.849600            0.000000
  297         1.0079181246047623E+001         3.3799498666850269E-001         3.3798277347564454E-001         3.6237225213608149E+000        -5.0670766070637363E-001         4.9803876464765953E+000        -1.5638795403337167E+000        -2.2000000000000002E+000           -2.274232           11.100948           10.431671            9.288361            8.586061            7.953364            7.126515            6.567228            6.396283            8.804211            9.703336            9.401386           10.694340            9.432982            8.868610            9.538598            8.088742            8.863263            9.529409            9.571821            8.086167            8.085906            8.869171            9.530485            8.077015            6.345625            7.829444            0.000000
  298         1.0079181246047623E+001         3.3970468668422216E-001         3.3969235826518762E-001         3.6240029541206615E+000        -5.0519717720613810E-001         4.9795567199049415E+000        -1.5597368422938613E+000        -2.2000000000000002E+000           -2.274219           11.084175           10.418024            9.276213            8.574874            7.942955            7.117034            6.558277            6.387566            8.792996            9.689842            9.389416           10.680076            9.420640            8.857446            9.526381            8.078216            8.852088            9.517225            9.559599            8.075644            8.075427            8.857998            9.518293            8.066501            6.336931            7.819127            0.000000
  299         1.0079181246047623E+001         3.4158074996478965E-001         3.4156830649826370E-001         3.6243125806163365E+000        -5.0355440767736015E-001         4.9786625938948728E+000        -1.5552127972536050E+000        -2.2000000000000002E+000           -2.274211           11.065794           10.403084            9.262925            8.562644            7.931592            7.106689            6.548518            6.378066            8.780736            9.675076            9.376323           10.664459            9.407138            8.845242            9.513018            8.066716            8.839872            9.503898            9.546228            8.064149            8.063981            8.845784            9.504956            8.055016            6.327456            7.807861            0.000000
  300         1.0079181246047623E+001         3.4358787202897539E-001         3.4357531189887025E-001         3.6246444658805022E+000        -5.0180507579382350E-001         4.9777088672743561E+000        -1.5503865924298679E+000        -2.2000000000000002E+000           -2.274206           11.046164           10.387133            9.248740            8.549590            7.919470            7.095655            6.538109            6.367936            8.767649            9.659314            9.362346           10.647787            9.392725            8.832213            9.498751            8.054448            8.826832            9.489669            9.531954            8.051883            8.051768            8.832747            9.490719            8.042761            6.317352            7.795841            0.000000
  301         1.0079181246047623E+001         3.4568794049869445E-001         3.4567526440788038E-001         3.6249896650009781E+000        -4.9997909330476525E-001         4.9767062311450232E+000        -1.5453538309698489E+000        -2.2000000000000002E+000           -2.274202           11.025727           10.370515            9.233956            8.535978            7.906831            7.084143            6.527246            6.357365            8.754001            9.642896            9.347775           10.630423            9.377702            8.818628            9.483880            8.041660            8.813233            9.474838            9.517075            8.039099            8.039032            8.819152            9.475880            8.029988            6.306808            7.783309            0.000000
  302         1.0079181246047623E+001         3.4809384056775872E-001         3.4808101825463345E-001         3.6253902347760993E+000        -4.9790936902941840E-001         4.9755814378766710E+000        -1.5396121033186694E+000        -2.2000000000000002E+000           -2.274192           11.002284           10.351485            9.217048            8.520424            7.892406            7.071024            6.514879            6.345339            8.738404            9.624104            9.331112           10.610533            9.360518            8.803104            9.466869            8.027064            8.797695            9.457874            9.500054            8.024507            8.024496            8.803617            9.458904            8.015409            6.294814            7.769010            0.000000
  303         1.0079181246047623E+001         3.5051538043500630E-001         3.5050239629611069E-001         3.6257929745075375E+000        -4.9585744433192280E-001         4.9744830847161428E+000        -1.5338972949979250E+000        -2.2000000000000002E+000           -2.274463           10.978865           10.332496            9.200186            8.504925            7.878042            7.057966            6.502591            6.333393            8.722858            9.605344            9.314495           10.590688            9.343377            8.787630            9.449905            8.012526            8.782207            9.440956            9.483079            8.009974            8.010021            8.788132            9.441977            8.000890            6.282898            7.754773            0.000000
  304         1.0079181246047623E+001         3.5285672093734988E-001         3.5284357652721665E-001         3.6261848256421603E+000        -4.9389191381088388E-001         4.9734431724353456E+000        -1.5283988294173567E+000        -2.2000000000000002E+000           -2.274842           10.956242           10.314176            9.183931            8.489992            7.864214            7.045406            6.490777            6.321922            8.707878            9.587247            9.298476           10.571541            9.326851            8.772720            9.433550            7.998529            8.767282            9.424645            9.466712            7.995983            7.996093            8.773211            9.425657            7.986911            6.271456            7.741071            0.000000
  305         1.0079181246047623E+001         3.5506510298235150E-001         3.5505180932574815E-001         3.6265575709076949E+000        -4.9204719130934349E-001         4.9724722941703954E+000        -1.5232184033521370E+000        -2.2000000000000002E+000           -2.275331           10.934864           10.296879            9.168593            8.475908            7.851182            7.033578            6.479655            6.311132            8.693747            9.570160            9.283360           10.553465            9.311255            8.758657            9.418116            7.985337            8.753204            9.409254            9.451265            7.982795            7.982965            8.759137            9.410257            7.973736            6.260695            7.728159            0.000000
  306         1.0079181246047623E+001         3.5700268004100633E-001         3.5698924320816861E-001         3.6268908714647168E+000        -4.9045396906109617E-001         4.9716448764235439E+000        -1.5186987566275567E+000        -2.2000000000000002E+000           -2.276356           10.916001           10.281679            9.155144            8.463587            7.839796            7.023277            6.469997            6.301770            8.681375            9.555119            9.270108           10.537577            9.297570            8.746343            9.404579            7.973807            8.740879            9.395756            9.437718            7.971271            7.971494            8.746815            9.396752            7.962222            6.251356            7.716880            0.000000
  307         1.0079181246047623E+001         3.5879173913800699E-001         3.5877816731411294E-001         3.6272047797988214E+000        -4.8899203553863224E-001         4.9708851856632474E+000        -1.5145192562462069E+000        -2.2000000000000002E+000           -2.277452           10.898432           10.267555            9.142665            8.452171            7.829260            7.013763            6.461094            6.293144            8.669909            9.541142            9.257814           10.522810            9.284871            8.734931            9.392020            7.963138            8.729457            9.383232            9.425147            7.960606            7.960879            8.735396            9.384222            7.951567            6.242753            7.706446            0.000000
